date,equity,delta
2011-09-08,14200.0,1.0
2011-09-09,15250.0,1.0
2011-09-12,19200.0,1.0
2011-09-13,18950.0,1.0
2011-09-14,18500.0,1.0
2011-09-15,16400.0,1.0
2011-09-16,13850.0,1.0
2011-09-19,12699.999999999995,1.0
2011-09-20,14350.0,1.0
2011-09-21,14100.0,1.0
2011-09-22,15450.0,1.0
2011-09-23,17050.0,1.0
2011-09-26,17150.0,1.0
2011-09-27,16250.0,1.0
2011-09-28,15900.0,1.0
2011-09-29,17400.0,1.0
2011-09-30,16850.0,1.0
2011-10-03,18700.0,1.0
2011-10-04,20600.0,1.0
2011-10-05,19100.0,1.0
2011-10-06,18000.0,1.0
2011-10-07,17650.0,1.0
2011-10-11,16000.0,1.0
2011-10-12,15949.999999999995,1.0
2011-10-13,14450.0,1.0
2011-10-14,14200.0,1.0
2011-10-17,12800.0,1.0
2011-10-18,14900.0,1.0
2011-10-19,13850.0,1.0
2011-10-20,15450.0,1.0
2011-10-21,15450.0,1.0
2011-10-24,13900.0,1.0
2011-10-25,12750.0,1.0
2011-10-26,14150.0,1.0
2011-10-27,13100.0,1.0
2011-10-28,9700.0,1.0
2011-10-31,9450.0,1.0
2011-11-01,12100.0,1.0
2011-11-02,15150.0,1.0
2011-11-03,14300.0,1.0
2011-11-04,13150.0,1.0
2011-11-07,13750.0,1.0
2011-11-08,13650.0,1.0
2011-11-09,12250.0,1.0
2011-11-10,17350.0,1.0
2011-11-14,14100.0,1.0
2011-11-15,14650.0,1.0
2011-11-16,14600.0,1.0
2011-11-17,16550.0,1.0
2011-11-18,17650.0,1.0
2011-11-21,16250.0,1.0
2011-11-22,16850.0,1.0
2011-11-23,16199.999999999995,1.0
2011-11-25,17500.0,1.0
2011-11-28,18400.0,1.0
2011-11-29,15900.0,1.0
2011-11-30,15250.0,1.0
2011-12-01,12250.0,1.0
2011-12-02,11800.0,1.0
2011-12-05,11700.0,1.0
2011-12-06,11700.0,1.0
2011-12-07,12000.0,1.0
2011-12-08,12500.0,1.0
2011-12-09,14050.0,1.0
2011-12-12,11100.0,1.0
2011-12-13,11500.0,1.0
2011-12-14,11000.0,1.0
2011-12-15,11000.0,1.0
2011-12-16,10250.0,1.0
2011-12-19,10000.0,1.0
2011-12-20,9500.0,1.0
2011-12-21,7700.0,1.0
2011-12-22,6100.0,1.0
2011-12-23,6250.0,1.0
2011-12-27,6500.0,1.0
2011-12-28,6250.0,1.0
2011-12-29,6850.0,1.0
2011-12-30,6400.0,1.0
2012-01-03,6800.0,1.0
2012-01-04,5850.0,1.0
2012-01-05,5400.0,1.0
2012-01-06,5050.0,1.0
2012-01-09,4600.0,1.0
2012-01-10,4450.0,1.0
2012-01-11,4150.0,1.0
2012-01-12,4450.0,1.0
2012-01-13,4300.0,1.0
2012-01-17,4700.0,1.0
2012-01-18,4600.0,1.0
2012-01-19,4000.0,1.0
2012-01-20,3450.0,1.0
2012-01-23,2950.0,1.0
2012-01-24,2550.0,1.0
2012-01-25,2300.0,1.0
2012-01-26,1550.0,1.0
2012-01-27,1600.0,1.0
2012-01-30,1250.0,1.0
2012-01-31,1600.0,1.0
2012-02-01,1800.0,1.0
2012-02-02,1100.0,1.0
2012-02-03,400.0,1.0
2012-02-06,-400.0,1.0
2012-02-07,-750.0,1.0
2012-02-08,-550.0,1.0
2012-02-09,50.0,1.0
2012-02-10,1000.0,1.0
2012-02-13,2600.0,1.0
2012-02-14,950.0,1.0
2012-02-15,1500.0,1.0
2012-02-16,3300.0,1.0
2012-02-17,1850.0,1.0
2012-02-21,1650.0,1.0
2012-02-22,1600.0,1.0
2012-02-23,850.0,1.0
2012-02-24,-700.0,1.0
2012-02-27,250.0,1.0
2012-02-28,600.0,1.0
2012-02-29,-100.0,1.0
2012-03-01,50.0,1.0
2012-03-02,-900.0,1.0
2012-03-05,-600.0,1.0
2012-03-06,-800.0,1.0
2012-03-07,1550.0,1.0
2012-03-08,-300.0,1.0
2012-03-09,-1250.0,1.0
2012-03-12,-1900.0,1.0
2012-03-13,-3200.0,1.0
2012-03-14,-3950.0,1.0
2012-03-15,-3150.0,1.0
2012-03-16,-3900.0,1.0
2012-03-19,-4800.000000000002,1.0
2012-03-20,-5400.0,1.0
2012-03-21,-5300.0,1.0
2012-03-22,-6050.0,1.0
2012-03-23,-5600.0,1.0
2012-03-26,-6550.0,1.0
2012-03-27,-8300.0,1.0
2012-03-28,-7550.0,1.0
2012-03-29,-7500.0,1.0
2012-03-30,-7600.0,1.0
2012-04-02,-8250.0,1.0
2012-04-03,-8250.0,1.0
2012-04-04,-8000.0,1.0
2012-04-05,-7650.0,1.0
2012-04-06,-7250.0,1.0
2012-04-09,-7250.0,1.0
2012-04-10,-6300.0,1.0
2012-04-11,-5100.0,1.0
2012-04-12,-5200.0,1.0
2012-04-13,-6950.0,1.0
2012-04-16,-5600.0,1.0
2012-04-17,-5950.0,1.0
2012-04-18,-6900.0,1.0
2012-04-19,-6450.0,1.0
2012-04-20,-6450.0,1.0
2012-04-23,-7000.0,1.0
2012-04-24,-6350.0,1.0
2012-04-25,-7100.0,1.0
2012-04-26,-8100.0,1.0
2012-04-27,-8600.0,1.0
2012-04-30,-8750.0,1.0
2012-05-01,-8400.0,1.0
2012-05-02,-8850.0,1.0
2012-05-03,-8950.0,1.0
2012-05-04,-8350.0,1.0
2012-05-07,-7450.0,1.0
2012-05-08,-8050.0,1.0
2012-05-09,-7900.0,1.0
2012-05-10,-7050.0,1.0
2012-05-11,-8050.0,1.0
2012-05-14,-7300.0,1.0
2012-05-15,-5900.0,1.0
2012-05-16,-5000.0,1.0
2012-05-17,-4500.0,1.0
2012-05-18,-2700.0,1.0
2012-05-21,-700.0,1.0
2012-05-22,-4650.0,1.0
2012-05-23,-3950.0,1.0
2012-05-24,-4100.0,1.0
2012-05-25,-4650.0,1.0
2012-05-29,-4350.0,1.0
2012-05-30,-5900.0,1.0
2012-05-31,-3200.0,1.0
2012-06-01,-2900.0,1.0
2012-06-04,-1150.0,1.0
2012-06-05,-1950.0,1.0
2012-06-06,-3300.0,1.0
2012-06-07,-5500.0,1.0
2012-06-08,-5850.0,1.0
2012-06-11,-7200.0,1.0
2012-06-12,-4350.0,1.0
2012-06-13,-5450.0,1.0
2012-06-14,-3950.0,1.0
2012-06-15,-5950.0,1.0
2012-06-18,-7400.0,1.0
2012-06-19,-9900.0,1.0
2012-06-20,-10450.0,1.0
2012-06-21,-11450.0,1.0
2012-06-22,-9750.0,1.0
2012-06-25,-10300.0,1.0
2012-06-26,-10100.0,1.0
2012-06-27,-10600.0,1.0
2012-06-28,-10700.0,1.0
2012-06-29,-11050.0,1.0
2012-07-02,-12150.0,1.0
2012-07-03,-13200.0,1.0
2012-07-05,-13830.0,1.0
2012-07-06,-13100.0,1.0
2012-07-09,-13500.0,1.0
2012-07-10,-13600.0,1.0
2012-07-11,-13100.0,1.0
2012-07-12,-13550.0,1.0
2012-07-13,-13350.0,1.0
2012-07-16,-14350.0,1.0
2012-07-17,-14500.0,1.0
2012-07-18,-15250.0,1.0
2012-07-19,-15200.0,1.0
2012-07-20,-15650.0,1.0
2012-07-23,-14850.0,1.0
2012-07-24,-13500.0,1.0
2012-07-25,-12600.0,1.0
2012-07-26,-13350.0,1.0
2012-07-27,-14900.0,1.0
2012-07-30,-15150.0,1.0
2012-07-31,-14550.0,1.0
2012-08-01,-14150.0,1.0
2012-08-02,-14450.0,1.0
2012-08-03,-15100.0,1.0
2012-08-06,-16400.0,1.0
2012-08-07,-16800.0,1.0
2012-08-08,-16100.0,1.0
2012-08-09,-16900.0,1.0
2012-08-10,-17150.0,1.0
2012-08-13,-17250.0,1.0
2012-08-14,-17550.0,1.0
2012-08-15,-16800.0,1.0
2012-08-16,-16800.0,1.0
2012-08-17,-17050.0,1.0
2012-08-20,-17600.0,1.0
2012-08-21,-17550.0,1.0
2012-08-22,-17050.0,1.0
2012-08-23,-16800.0,1.0
2012-08-24,-16500.0,1.0
2012-08-27,-17250.0,1.0
2012-08-28,-17000.0,1.0
2012-08-29,-16800.0,1.0
2012-08-30,-16550.0,1.0
2012-08-31,-16100.0,1.0
2012-09-04,-16850.0,1.0
2012-09-05,-17150.0,1.0
2012-09-06,-17650.0,1.0
2012-09-07,-19700.0,1.0
2012-09-10,-20700.0,1.0
2012-09-11,-19300.0,1.0
2012-09-12,-19200.0,1.0
2012-09-13,-20000.0,1.0
2012-09-14,-20900.0,1.0
2012-09-17,-20050.0,1.0
2012-09-18,-20800.0,1.0
2012-09-19,-20900.0,1.0
2012-09-20,-20950.0,1.0
2012-09-21,-20750.0,1.0
2012-09-24,-20700.0,1.0
2012-09-25,-20950.0,1.0
2012-09-26,-20450.0,1.0
2012-09-27,-20000.0,1.0
2012-09-28,-21000.0,1.0
2012-10-01,-20750.0,1.0
2012-10-02,-20750.0,1.0
2012-10-03,-20950.0,1.0
2012-10-04,-21150.0,1.0
2012-10-05,-21550.0,1.0
2012-10-09,-21600.0,1.0
2012-10-10,-21200.0,1.0
2012-10-11,-20950.0,1.0
2012-10-12,-21450.0,1.0
2012-10-15,-21300.0,1.0
2012-10-16,-21900.0,1.0
2012-10-17,-22300.0,1.0
2012-10-18,-22450.0,1.0
2012-10-19,-22350.0,1.0
2012-10-22,-21500.0,1.0
2012-10-23,-21900.0,1.0
2012-10-24,-20550.0,1.0
2012-10-25,-20850.0,1.0
2012-10-26,-21050.0,1.0
2012-10-29,-21050.0,1.0
2012-10-30,-21050.0,1.0
2012-10-31,-21050.0,1.0
2012-11-01,-20450.0,1.0
2012-11-02,-22050.0,1.0
2012-11-05,-21350.0,1.0
2012-11-06,-21050.0,1.0
2012-11-07,-21850.0,1.0
2012-11-08,-20450.0,1.0
2012-11-09,-20650.0,1.0
2012-11-13,-21600.0,1.0
2012-11-14,-21750.0,1.0
2012-11-15,-20950.0,1.0
2012-11-16,-20800.0,1.0
2012-11-19,-21750.0,1.0
2012-11-20,-23350.0,1.0
2012-11-21,-23550.0,1.0
2012-11-23,-23500.0,1.0
2012-11-26,-23850.0,1.0
2012-11-27,-24350.0,1.0
2012-11-28,-23800.0,1.0
2012-11-29,-24450.0,1.0
2012-11-30,-24700.0,1.0
2012-12-03,-24400.0,1.0
2012-12-04,-23550.0,1.0
2012-12-05,-23450.0,1.0
2012-12-06,-23850.0,1.0
2012-12-07,-23550.0,1.0
2012-12-10,-23950.0,1.0
2012-12-11,-23950.0,1.0
2012-12-12,-24400.0,1.0
2012-12-13,-23850.0,1.0
2012-12-14,-23350.0,1.0
2012-12-17,-23100.0,1.0
2012-12-18,-23750.0,1.0
2012-12-19,-24200.0,1.0
2012-12-20,-23600.0,1.0
2012-12-21,-23300.0,1.0
2012-12-24,-22850.0,1.0
2012-12-26,-22680.0,1.0
2012-12-27,-22150.0,1.0
2012-12-28,-22250.0,1.0
2012-12-31,-20350.0,1.0
2013-01-02,-22750.0,1.0
2013-01-03,-24250.0,1.0
2013-01-04,-24200.0,1.0
2013-01-07,-24300.0,1.0
2013-01-08,-24400.0,1.0
2013-01-09,-24450.0,1.0
2013-01-10,-24400.0,1.0
2013-01-11,-24600.0,1.0
2013-01-14,-24700.0,1.0
2013-01-15,-25000.0,1.0
2013-01-16,-25100.0,1.0
2013-01-17,-25250.0,1.0
2013-01-18,-25350.0,1.0
2013-01-22,-26050.0,1.0
2013-01-23,-26950.0,1.0
2013-01-24,-27300.0,1.0
2013-01-25,-27250.0,1.0
2013-01-28,-27200.0,1.0
2013-01-29,-27000.0,1.0
2013-01-30,-27400.0,1.0
2013-01-31,-26550.0,1.0
2013-02-01,-26600.0,1.0
2013-02-04,-26950.0,1.0
2013-02-05,-26450.0,1.0
2013-02-06,-26750.0,1.0
2013-02-07,-27000.0,1.0
2013-02-08,-27000.0,1.0
2013-02-11,-27300.0,1.0
2013-02-12,-27400.0,1.0
2013-02-13,-27550.0,1.0
2013-02-14,-27600.0,1.0
2013-02-15,-27800.0,1.0
2013-02-19,-27850.0,1.0
2013-02-20,-28450.0,1.0
2013-02-21,-26950.0,1.0
2013-02-22,-26850.0,1.0
2013-02-25,-27500.0,1.0
2013-02-26,-24700.0,1.0
2013-02-27,-25300.0,1.0
2013-02-28,-26950.0,1.0
2013-03-01,-26200.0,1.0
2013-03-04,-25950.0,1.0
2013-03-05,-27350.0,1.0
2013-03-06,-27800.0,1.0
2013-03-07,-27650.0,1.0
2013-03-08,-28150.0,1.0
2013-03-11,-28550.0,1.0
2013-03-12,-29350.0,1.0
2013-03-13,-29100.0,1.0
2013-03-14,-29400.0,1.0
2013-03-15,-29800.0,1.0
2013-03-18,-29800.0,1.0
2013-03-19,-28650.0,1.0
2013-03-20,-27600.0,1.0
2013-03-21,-27600.0,1.0
2013-03-22,-27600.0,1.0
2013-03-25,-27600.0,1.0
2013-03-26,-27600.0,1.0
2013-03-27,-27600.0,1.0
2013-03-28,-27600.0,1.0
2013-03-29,-27600.0,1.0
2013-04-01,-27600.0,1.0
2013-04-02,-27500.0,1.0
2013-04-03,-27850.0,1.0
2013-04-04,-27700.0,1.0
2013-04-05,-27700.0,1.0
2013-04-08,-27750.0,1.0
2013-04-09,-28150.0,1.0
2013-04-10,-28250.0,1.0
2013-04-11,-28650.0,1.0
2013-04-12,-28750.0,1.0
2013-04-15,-28900.0,1.0
2013-04-16,-27350.0,1.0
2013-04-17,-28500.0,1.0
2013-04-18,-27450.0,1.0
2013-04-19,-26700.0,1.0
2013-04-22,-27400.0,1.0
2013-04-23,-28100.0,1.0
2013-04-24,-28800.0,1.0
2013-04-25,-28800.0,1.0
2013-04-26,-28700.0,1.0
2013-04-29,-28600.0,1.0
2013-04-30,-28650.0,1.0
2013-05-01,-28800.0,1.0
2013-05-02,-28250.0,1.0
2013-05-03,-28700.0,1.0
2013-05-06,-28950.0,1.0
2013-05-07,-29250.0,1.0
2013-05-08,-29300.0,1.0
2013-05-09,-29100.0,1.0
2013-05-10,-28850.0,1.0
2013-05-13,-29100.0,1.0
2013-05-14,-29100.0,1.0
2013-05-15,-29150.0,1.0
2013-05-16,-29050.0,1.0
2013-05-17,-28850.0,1.0
2013-05-20,-29100.0,1.0
2013-05-21,-29100.0,1.0
2013-05-22,-28800.0,1.0
2013-05-23,-28900.0,1.0
2013-05-24,-28700.0,1.0
2013-05-28,-28700.0,1.0
2013-05-29,-29050.0,1.0
2013-05-30,-28800.0,1.0
2013-05-31,-28800.0,1.0
2013-06-03,-28150.0,1.0
2013-06-04,-28200.0,1.0
2013-06-05,-28100.0,1.0
2013-06-06,-27200.0,1.0
2013-06-07,-27700.0,1.0
2013-06-10,-28400.0,1.0
2013-06-11,-28600.0,1.0
2013-06-12,-27300.0,1.0
2013-06-13,-25950.0,1.0
2013-06-14,-27400.0,1.0
2013-06-17,-26650.0,1.0
2013-06-18,-27250.0,1.0
2013-06-19,-27350.0,1.0
2013-06-20,-27300.0,1.0
2013-06-21,-26300.0,1.0
2013-06-24,-26450.0,1.0
2013-06-25,-25500.0,1.0
2013-06-26,-25800.0,1.0
2013-06-27,-25950.0,1.0
2013-06-28,-26450.0,1.0
2013-07-01,-26500.0,1.0
2013-07-02,-26950.0,1.0
2013-07-03,-26850.0,1.0
2013-07-05,-27000.0,1.0
2013-07-08,-27600.0,1.0
2013-07-09,-28450.0,1.0
2013-07-10,-28550.0,1.0
2013-07-11,-28900.0,1.0
2013-07-12,-29150.0,1.0
2013-07-15,-29050.0,1.0
2013-07-16,-29400.0,1.0
2013-07-17,-28900.0,1.0
2013-07-18,-29400.0,1.0
2013-07-19,-29450.0,1.0
2013-07-22,-29850.0,1.0
2013-07-23,-30150.0,1.0
2013-07-24,-30200.0,1.0
2013-07-25,-30150.0,1.0
2013-07-26,-30450.0,1.0
2013-07-29,-30500.0,1.0
2013-07-30,-30400.0,1.0
2013-07-31,-30650.0,1.0
2013-08-01,-30950.0,1.0
2013-08-02,-31300.0,1.0
2013-08-05,-31700.0,1.0
2013-08-06,-31900.0,1.0
2013-08-07,-31500.0,1.0
2013-08-08,-31300.0,1.0
2013-08-09,-31500.0,1.0
2013-08-12,-31150.0,1.0
2013-08-13,-31350.0,1.0
2013-08-14,-31450.0,1.0
2013-08-15,-31200.0,1.0
2013-08-16,-30600.0,1.0
2013-08-19,-30750.0,1.0
2013-08-20,-30400.0,1.0
2013-08-21,-30700.0,1.0
2013-08-22,-30250.0,1.0
2013-08-23,-30900.0,1.0
2013-08-26,-31150.0,1.0
2013-08-27,-30500.0,1.0
2013-08-28,-29150.0,1.0
2013-08-29,-29000.0,1.0
2013-08-30,-29000.0,1.0
2013-09-03,-28850.0,1.0
2013-09-04,-29500.0,1.0
2013-09-05,-29650.0,1.0
2013-09-06,-29950.0,1.0
2013-09-09,-29850.0,1.0
2013-09-10,-30550.0,1.0
2013-09-11,-31200.0,1.0
2013-09-12,-31800.0,1.0
2013-09-13,-31550.0,1.0
2013-09-16,-31550.0,1.0
2013-09-17,-31650.0,1.0
2013-09-18,-31750.0,1.0
2013-09-19,-32150.0,1.0
2013-09-20,-32000.0,1.0
2013-09-23,-31750.0,1.0
2013-09-24,-31500.0,1.0
2013-09-25,-31700.0,1.0
2013-09-26,-31700.0,1.0
2013-09-27,-32000.0,1.0
2013-09-30,-31650.0,1.0
2013-10-01,-31200.0,1.0
2013-10-02,-31650.0,1.0
2013-10-03,-31300.0,1.0
2013-10-04,-30800.0,1.0
2013-10-07,-31200.0,1.0
2013-10-08,-30250.0,1.0
2013-10-09,-29600.0,1.0
2013-10-10,-29700.0,1.0
2013-10-11,-31100.0,1.0
2013-10-15,-31350.0,1.0
2013-10-16,-30900.0,1.0
2013-10-17,-32000.0,1.0
2013-10-18,-32950.0,1.0
2013-10-21,-33300.0,1.0
2013-10-22,-33050.0,1.0
2013-10-23,-33000.0,1.0
2013-10-24,-33000.0,1.0
2013-10-25,-33100.0,1.0
2013-10-28,-33050.0,1.0
2013-10-29,-32930.0,1.0
2013-10-30,-33100.0,1.0
2013-10-31,-33000.0,1.0
2013-11-01,-33070.0,1.0
2013-11-04,-32950.0,1.0
2013-11-05,-33500.0,1.0
2013-11-06,-33400.0,1.0
2013-11-07,-33650.0,1.0
2013-11-08,-33150.0,1.0
2013-11-12,-33750.0,1.0
2013-11-13,-33750.0,1.0
2013-11-14,-33920.0,1.0
2013-11-15,-34000.0,1.0
2013-11-18,-34200.0,1.0
2013-11-19,-34200.0,1.0
2013-11-20,-34000.0,1.0
2013-11-21,-34350.0,1.0
2013-11-22,-34750.0,1.0
2013-11-25,-35000.0,1.0
2013-11-26,-34940.0,1.0
2013-11-27,-34830.0,1.0
2013-11-29,-34800.0,1.0
2013-12-02,-34600.0,1.0
2013-12-03,-34350.0,1.0
2013-12-04,-34000.0,1.0
2013-12-05,-34200.0,1.0
2013-12-06,-34050.0,1.0
2013-12-09,-34650.0,1.0
2013-12-10,-34750.0,1.0
2013-12-11,-34600.0,1.0
2013-12-12,-33800.0,1.0
2013-12-13,-33200.0,1.0
2013-12-16,-32850.0,1.0
2013-12-17,-32700.0,1.0
2013-12-18,-32970.0,1.0
2013-12-19,-33650.0,1.0
2013-12-20,-33490.0,1.0
2013-12-23,-33720.0,1.0
2013-12-24,-34090.0,1.0
2013-12-26,-34300.0,1.0
2013-12-27,-34450.0,1.0
2013-12-30,-34250.0,1.0
2013-12-31,-34200.0,1.0
2014-01-02,-34350.0,1.0
2014-01-03,-34100.0,1.0
2014-01-06,-34150.0,1.0
2014-01-07,-34450.0,1.0
2014-01-08,-34710.0,1.0
2014-01-09,-34710.0,1.0
2014-01-10,-34650.0,1.0
2014-01-13,-34800.0,1.0
2014-01-14,-34550.0,1.0
2014-01-15,-34800.0,1.0
2014-01-16,-34810.0,1.0
2014-01-17,-34730.0,1.0
2014-01-21,-34900.0,1.0
2014-01-22,-34930.0,1.0
2014-01-23,-35130.0,1.0
2014-01-24,-34980.0,1.0
2014-01-27,-34110.0,1.0
2014-01-28,-33900.0,1.0
2014-01-29,-34620.0,1.0
2014-01-30,-33680.0,1.0
2014-01-31,-33380.0,1.0
2014-02-03,-32650.0,1.0
2014-02-04,-31500.0,1.0
2014-02-05,-31530.0,1.0
2014-02-06,-31300.0,1.0
2014-02-07,-33050.0,1.0
2014-02-10,-34050.0,1.0
2014-02-11,-34220.0,1.0
2014-02-12,-34800.0,1.0
2014-02-13,-34750.0,1.0
2014-02-14,-34950.0,1.0
2014-02-18,-35300.0,1.0
2014-02-19,-35350.0,1.0
2014-02-20,-34350.0,1.0
2014-02-21,-35150.0,1.0
2014-02-24,-34850.0,1.0
2014-02-25,-34950.0,1.0
2014-02-26,-35200.0,1.0
2014-02-27,-34750.0,1.0
2014-02-28,-34800.0,1.0
2014-03-03,-33850.0,1.0
2014-03-04,-34150.0,1.0
2014-03-05,-34800.0,1.0
2014-03-06,-34890.0,1.0
2014-03-07,-34900.0,1.0
2014-03-10,-34350.0,1.0
2014-03-11,-34600.0,1.0
2014-03-12,-34450.0,1.0
2014-03-13,-34800.0,1.0
2014-03-14,-33390.0,1.0
2014-03-17,-32350.0,1.0
2014-03-18,-33120.0,1.0
2014-03-19,-33320.0,1.0
2014-03-20,-33080.0,1.0
2014-03-21,-33420.0,1.0
2014-03-24,-33240.0,1.0
2014-03-25,-33190.0,1.0
2014-03-26,-33280.0,1.0
2014-03-27,-32970.0,1.0
2014-03-28,-33240.0,1.0
2014-03-31,-33420.0,1.0
2014-04-01,-33790.0,1.0
2014-04-02,-34120.0,1.0
2014-04-03,-34020.0,1.0
2014-04-04,-34140.0,1.0
2014-04-07,-33790.0,1.0
2014-04-08,-33770.0,1.0
2014-04-09,-33830.0,1.0
2014-04-10,-34170.0,1.0
2014-04-11,-33620.0,1.0
2014-04-14,-33220.0,1.0
2014-04-15,-33370.0,1.0
2014-04-16,-33570.0,1.0
2014-04-17,-33770.0,1.0
2014-04-18,-34020.0,1.0
2014-04-21,-34060.0,1.0
2014-04-22,-34090.0,1.0
2014-04-23,-34220.0,1.0
2014-04-24,-34370.0,1.0
2014-04-25,-34070.0,1.0
2014-04-28,-33960.0,1.0
2014-04-29,-34310.0,1.0
2014-04-30,-34470.0,1.0
2014-05-01,-34370.0,1.0
2014-05-02,-34420.0,1.0
2014-05-05,-34270.0,1.0
2014-05-06,-34570.0,1.0
2014-05-07,-34320.0,1.0
2014-05-08,-34720.0,1.0
2014-05-09,-34670.0,1.0
2014-05-12,-35020.0,1.0
2014-05-13,-35320.0,1.0
2014-05-14,-35370.0,1.0
2014-05-15,-35440.0,1.0
2014-05-16,-35220.0,1.0
2014-05-19,-35470.0,1.0
2014-05-20,-35720.0,1.0
2014-05-21,-35720.0,1.0
2014-05-22,-36120.0,1.0
2014-05-23,-36070.0,1.0
2014-05-27,-36370.0,1.0
2014-05-28,-36720.0,1.0
2014-05-29,-36720.0,1.0
2014-05-30,-36770.0,1.0
2014-06-02,-36770.0,1.0
2014-06-03,-36870.0,1.0
2014-06-04,-36820.0,1.0
2014-06-05,-36870.0,1.0
2014-06-06,-37470.0,1.0
2014-06-09,-38070.0,1.0
2014-06-10,-37890.0,1.0
2014-06-11,-38070.0,1.0
2014-06-12,-37640.0,1.0
2014-06-13,-37020.0,1.0
2014-06-16,-36970.0,1.0
2014-06-17,-37120.0,1.0
2014-06-18,-37230.0,1.0
2014-06-19,-37790.0,1.0
2014-06-20,-37760.0,1.0
2014-06-23,-37690.0,1.0
2014-06-24,-37760.0,1.0
2014-06-25,-37710.0,1.0
2014-06-26,-38010.0,1.0
2014-06-27,-37980.0,1.0
2014-06-30,-38110.0,1.0
2014-07-01,-38310.0,1.0
2014-07-02,-38560.0,1.0
2014-07-03,-38680.0,1.0
2014-07-07,-38780.0,1.0
2014-07-08,-38560.0,1.0
2014-07-09,-38590.0,1.0
2014-07-10,-38710.0,1.0
2014-07-11,-38510.0,1.0
2014-07-14,-38760.0,1.0
2014-07-15,-39010.0,1.0
2014-07-16,-38860.0,1.0
2014-07-17,-38860.0,1.0
2014-07-18,-38240.0,1.0
2014-07-21,-38760.0,1.0
2014-07-22,-38660.0,1.0
2014-07-23,-38760.0,1.0
2014-07-24,-38580.0,1.0
2014-07-25,-38510.0,1.0
2014-07-28,-38260.0,1.0
2014-07-29,-38360.0,1.0
2014-07-30,-38460.0,1.0
2014-07-31,-38090.0,1.0
2014-08-01,-37210.0,1.0
2014-08-04,-36610.0,1.0
2014-08-05,-37130.0,1.0
2014-08-06,-36280.0,1.0
2014-08-07,-36260.0,1.0
2014-08-08,-35210.0,1.0
2014-08-11,-36320.0,1.0
2014-08-12,-37250.0,1.0
2014-08-13,-37490.0,1.0
2014-08-14,-38010.0,1.0
2014-08-15,-38460.0,1.0
2014-08-18,-39060.0,1.0
2014-08-19,-39060.0,1.0
2014-08-20,-38960.0,1.0
2014-08-21,-38960.0,1.0
2014-08-22,-39110.0,1.0
2014-08-25,-39260.0,1.0
2014-08-26,-39100.0,1.0
2014-08-27,-39010.0,1.0
2014-08-28,-38810.0,1.0
2014-08-29,-38860.0,1.0
2014-09-02,-38810.0,1.0
2014-09-03,-38860.0,1.0
2014-09-04,-38910.0,1.0
2014-09-05,-38960.0,1.0
2014-09-08,-39180.0,1.0
2014-09-09,-39080.0,1.0
2014-09-10,-38560.0,1.0
2014-09-11,-38760.0,1.0
2014-09-12,-38910.0,1.0
2014-09-15,-38110.0,1.0
2014-09-16,-38110.0,1.0
2014-09-17,-38560.0,1.0
2014-09-18,-38600.0,1.0
2014-09-19,-38860.0,1.0
2014-09-22,-38430.0,1.0
2014-09-23,-38360.0,1.0
2014-09-24,-38010.0,1.0
