,equity
2013-04-26,-6719.0
2013-04-29,-7222.0
2013-04-30,-7225.0
2013-05-01,-6515.5
2013-05-02,-6518.5
2013-05-03,-7468.5
2013-05-06,-7596.5
2013-05-07,-7596.5
2013-05-08,-7596.5
2013-05-09,-7596.5
2013-05-10,-7596.5
2013-05-13,-7596.5
2013-05-14,-7596.5
2013-05-15,-7596.5
2013-05-16,-7596.5
2013-05-17,-7596.5
2013-05-20,-7596.5
2013-05-21,-7596.5
2013-05-22,-7596.5
2013-05-23,-7596.5
2013-05-24,-7596.5
2013-05-28,-7596.5
2013-05-29,-7596.5
2013-05-30,-7596.5
2013-05-31,-7596.5
2013-06-03,-7596.5
2013-06-04,-7596.5
2013-06-05,-7599.5
2013-06-06,-7977.5
2013-06-07,-7977.5
2013-06-10,-7977.5
2013-06-11,-7977.5
2013-06-12,-7980.5
2013-06-13,-9171.0
2013-06-14,-9174.0
2013-06-17,-9802.0
2013-06-18,-9802.0
2013-06-19,-9802.0
2013-06-20,-9802.0
2013-06-21,-9805.0
2013-06-24,-9805.0
2013-06-25,-9808.0
2013-06-26,-9811.0
2013-06-27,-9811.0
2013-06-28,-9814.0
2013-07-01,-9817.0
2013-07-02,-9817.0
2013-07-03,-9817.0
2013-07-05,-9817.0
2013-07-08,-9817.0
2013-07-09,-9817.0
2013-07-10,-9817.0
2013-07-11,-9817.0
2013-07-12,-9817.0
2013-07-15,-9817.0
2013-07-16,-9817.0
2013-07-17,-9817.0
2013-07-18,-9817.0
2013-07-19,-9817.0
2013-07-22,-9817.0
2013-07-23,-9817.0
2013-07-24,-9817.0
2013-07-25,-9817.0
2013-07-26,-9817.0
2013-07-29,-9817.0
2013-07-30,-9817.0
2013-07-31,-9817.0
2013-08-01,-9817.0
2013-08-02,-9817.0
2013-08-05,-9820.0
2013-08-06,-9820.0
2013-08-07,-9820.0
2013-08-08,-9820.0
2013-08-09,-9820.0
2013-08-12,-9820.0
2013-08-13,-9820.0
2013-08-14,-9823.0
2013-08-15,-8623.0
2013-08-16,-8448.0
2013-08-19,-7901.0
2013-08-20,-7901.0
2013-08-21,-7901.0
2013-08-22,-7904.0
2013-08-23,-8157.0
2013-08-26,-8157.0
2013-08-27,-8160.0
2013-08-28,-8535.0
2013-08-29,-8575.5
2013-08-30,-8575.5
2013-09-03,-8578.5
2013-09-04,-9228.5
2013-09-05,-9341.0
2013-09-06,-9503.5
2013-09-09,-10153.5
2013-09-10,-10728.5
2013-09-11,-10928.5
2013-09-12,-10828.5
2013-09-13,-11003.5
2013-09-16,-11469.0
2013-09-17,-11469.0
2013-09-18,-11469.0
2013-09-19,-11469.0
2013-09-20,-11469.0
2013-09-23,-11469.0
2013-09-24,-11469.0
2013-09-25,-11469.0
2013-09-26,-11469.0
2013-09-27,-11469.0
2013-09-30,-11472.0
2013-10-01,-11947.0
2013-10-02,-11987.5
2013-10-03,-11987.5
2013-10-04,-11987.5
2013-10-07,-11987.5
2013-10-08,-11987.5
2013-10-09,-11987.5
2013-10-10,-11987.5
2013-10-11,-11987.5
2013-10-15,-11987.5
2013-10-16,-11987.5
2013-10-17,-11987.5
2013-10-18,-11987.5
2013-10-21,-11987.5
2013-10-22,-11987.5
2013-10-23,-11987.5
2013-10-24,-11987.5
2013-10-25,-11987.5
2013-10-28,-11987.5
2013-10-29,-11987.5
2013-10-30,-11987.5
2013-10-31,-11987.5
2013-11-01,-11987.5
2013-11-04,-11987.5
2013-11-05,-11987.5
2013-11-06,-11987.5
2013-11-07,-11987.5
2013-11-08,-11987.5
2013-11-12,-11987.5
2013-11-13,-11987.5
2013-11-14,-11987.5
2013-11-15,-11987.5
2013-11-18,-11987.5
2013-11-19,-11987.5
2013-11-20,-11987.5
2013-11-21,-11987.5
2013-11-22,-11987.5
2013-11-25,-11990.5
2013-11-26,-12181.0
2013-11-27,-12181.0
2013-11-29,-12181.0
2013-12-02,-12181.0
2013-12-03,-12181.0
2013-12-04,-12184.0
2013-12-05,-11634.0
2013-12-06,-12559.0
2013-12-09,-12846.5
2013-12-10,-12596.5
2013-12-11,-11471.5
2013-12-12,-11299.5
2013-12-13,-11299.5
2013-12-16,-11299.5
2013-12-17,-11299.5
2013-12-18,-11302.5
2013-12-19,-11243.0
2013-12-20,-11243.0
2013-12-23,-11243.0
2013-12-24,-11243.0
2013-12-26,-11246.0
2013-12-27,-11183.5
2013-12-30,-11096.0
2013-12-31,-11474.0
2014-01-02,-11477.0
2014-01-03,-11542.5
2014-01-06,-11545.5
2014-01-07,-12058.0
2014-01-08,-11920.5
2014-01-09,-12020.5
2014-01-10,-12195.5
2014-01-13,-10948.5
2014-01-14,-10951.5
2014-01-15,-11489.0
2014-01-16,-11254.5
2014-01-17,-11257.5
2014-01-21,-11623.0
2014-01-22,-11623.0
2014-01-23,-11623.0
2014-01-24,-11623.0
2014-01-27,-11623.0
2014-01-28,-11623.0
2014-01-29,-11626.0
2014-01-30,-12566.5
2014-01-31,-12566.5
2014-02-03,-12569.5
2014-02-04,-13310.0
2014-02-05,-13313.0
2014-02-06,-14316.0
2014-02-07,-14316.0
2014-02-10,-14316.0
2014-02-11,-14316.0
2014-02-12,-14316.0
2014-02-13,-14316.0
2014-02-14,-14316.0
2014-02-18,-14316.0
2014-02-19,-14316.0
2014-02-20,-14316.0
2014-02-21,-14316.0
2014-02-24,-14316.0
2014-02-25,-14316.0
2014-02-26,-14319.0
2014-02-27,-14744.0
2014-02-28,-14994.0
2014-03-03,-14334.5
2014-03-04,-14337.5
2014-03-05,-14250.0
2014-03-06,-14503.0
2014-03-07,-14506.0
2014-03-10,-14609.0
2014-03-11,-14612.0
2014-03-12,-14627.5
2014-03-13,-14627.5
2014-03-14,-14630.5
2014-03-17,-15346.0
2014-03-18,-15346.0
2014-03-19,-15349.0
2014-03-20,-15739.5
2014-03-21,-15739.5
2014-03-24,-15739.5
2014-03-25,-15739.5
2014-03-26,-15739.5
2014-03-27,-15739.5
2014-03-28,-15739.5
2014-03-31,-15742.5
2014-04-01,-16280.0
2014-04-02,-16683.0
2014-04-03,-16683.0
2014-04-04,-16683.0
2014-04-07,-16683.0
2014-04-08,-16683.0
2014-04-09,-16683.0
2014-04-10,-16686.0
2014-04-11,-15751.5
2014-04-14,-15751.5
2014-04-15,-15754.5
2014-04-16,-16717.0
2014-04-17,-17067.0
2014-04-18,-16904.5
2014-04-21,-17229.5
2014-04-22,-17745.0
2014-04-23,-17748.0
2014-04-24,-17851.0
2014-04-25,-17851.0
2014-04-28,-17854.0
2014-04-29,-18141.5
2014-04-30,-18444.5
2014-05-01,-18444.5
2014-05-02,-18447.5
2014-05-05,-18600.5
2014-05-06,-18603.5
2014-05-07,-19016.0
2014-05-08,-18878.5
2014-05-09,-19103.5
2014-05-12,-19994.0
2014-05-13,-19994.0
2014-05-14,-19997.0
2014-05-15,-19197.0
2014-05-16,-19472.0
2014-05-19,-19925.0
2014-05-20,-19925.0
2014-05-21,-19925.0
2014-05-22,-19925.0
2014-05-23,-19925.0
2014-05-27,-19925.0
2014-05-28,-19925.0
2014-05-29,-19925.0
2014-05-30,-19925.0
2014-06-02,-19928.0
2014-06-03,-19853.0
2014-06-04,-20040.5
2014-06-05,-20668.5
2014-06-06,-20671.5
2014-06-09,-20824.5
2014-06-10,-20824.5
2014-06-11,-20824.5
2014-06-12,-20824.5
2014-06-13,-20824.5
2014-06-16,-20824.5
2014-06-17,-20824.5
2014-06-18,-20824.5
2014-06-19,-20824.5
2014-06-20,-20824.5
